ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,default payment next month,TOTAL PAID,TOTAL_SPEND,
2842,330000,1,1,2,47,0,0,0,0,0,0,0,38591,1121002,
2843,110000,2,2,1,51,0,0,0,2,2,2,0,5600,74806,
2844,120000,2,2,2,28,1,2,2,2,2,2,0,27019,669722,
2845,100000,2,1,2,29,-1,-1,-1,-1,-1,-1,0,36861,45557,
2846,210000,2,2,2,34,0,0,0,0,0,0,0,17700,370177,
2847,350000,2,1,2,31,0,0,0,0,0,2,0,195048,1120385,
2848,180000,2,2,2,25,0,0,0,0,0,0,0,33424,874374,
2849,150000,2,1,2,28,0,0,0,0,0,0,0,20005,256149,
2850,50000,1,1,3,37,1,2,0,0,0,0,0,3326,199002,
2851,230000,2,3,1,47,-1,-1,-1,-1,-1,-1,0,19663,23824,
2852,30000,2,2,1,39,2,2,0,0,0,2,1,3575,62686,
2853,90000,2,2,1,24,2,2,2,2,2,2,1,15980,515148,
2854,390000,2,2,1,24,0,0,0,0,0,0,0,39000,142533,
2855,50000,2,2,2,25,2,2,2,2,2,2,1,5750,104329,
2856,320000,1,2,1,39,0,0,0,-1,-1,-1,0,42952,141969,
2857,20000,1,2,2,34,0,0,0,0,0,0,0,3754,103458,
2858,200000,2,2,1,41,0,0,0,0,0,0,0,18000,274654,
2859,500000,1,1,1,40,-2,-2,-2,-2,-2,-2,1,31463,36685,
2860,190000,2,2,2,28,1,-2,-2,-2,-2,-2,0,828,0,
2861,70000,2,1,2,25,2,0,0,0,0,0,1,12000,62023,
2862,220000,2,1,2,35,-1,-1,-1,-1,-1,-1,1,14429,22721,
2863,50000,1,2,2,28,0,0,0,0,2,0,0,9900,189653,
2864,50000,1,2,1,37,0,0,0,0,0,0,0,7369,104638,
2865,50000,2,2,1,46,2,2,2,2,2,2,0,8800,185169,
2866,70000,1,1,1,42,0,0,0,0,0,0,0,27138,345356,
2867,80000,2,1,2,26,0,0,0,0,0,0,0,17064,400933,
2868,50000,1,3,2,41,0,0,0,0,0,0,0,6167,192715,
2869,150000,2,1,2,27,-1,-1,-2,-2,-2,-2,0,24948,1345,
2870,300000,2,1,1,36,-2,-1,-1,-2,-2,-2,0,2570,3110,
2871,50000,2,1,2,25,0,0,0,0,0,0,0,6300,79704,
2872,170000,2,2,1,42,0,0,0,0,-2,-2,0,13858,26456,
2873,350000,1,1,2,37,-2,-2,-2,-2,-2,-2,0,2196,2196,
2874,470000,2,2,2,33,0,0,0,0,0,0,0,14100,267836,
2875,20000,1,2,2,25,0,0,0,0,0,0,0,5960,85570,
2876,140000,2,2,2,26,1,-1,0,0,0,0,0,1878,5810,
2877,60000,2,2,2,23,1,2,2,0,0,0,0,24448,291469,
2878,160000,2,2,2,23,0,0,2,2,0,0,0,37442,689594,
2879,150000,2,1,2,26,0,0,0,0,0,0,0,19705,639009,
2880,20000,2,1,2,23,-1,-1,-1,-1,-1,-2,0,1373,1665,
2881,210000,1,1,2,35,-1,-1,-1,0,-1,-1,0,26099,34435,
2882,50000,1,2,2,23,-1,-1,0,0,0,0,0,22290,64432,
2883,210000,2,1,2,31,-1,-1,-1,0,0,-1,0,106169,139039,
2884,280000,1,1,1,44,-2,-1,-1,-1,-1,0,0,83852,86161,
2885,300000,1,2,2,36,-1,0,0,-1,-1,-1,0,42463,82223,
2886,230000,2,3,1,37,0,0,0,0,0,0,0,34556,991553,
2887,250000,1,2,1,47,-2,-2,-2,-2,-2,-2,0,39018,44595,
2888,500000,2,1,1,36,-1,-1,-1,0,0,0,0,196006,253854,
2889,50000,2,2,1,48,0,0,0,0,0,-1,0,37301,71773,
2890,50000,1,3,2,46,0,0,0,0,0,-1,0,3283,16537,
2891,150000,2,2,1,36,0,0,0,0,0,0,0,43343,1087316,
2892,180000,2,1,2,53,1,-2,-1,-1,-1,-1,0,127170,127170,
2893,450000,1,2,2,37,0,0,0,0,0,0,0,68251,951548,
2894,70000,2,2,3,24,1,2,0,0,0,0,0,2623,11926,
2895,110000,1,3,1,40,0,0,0,0,0,0,0,17431,495860,
2896,200000,1,1,1,43,1,2,0,0,0,0,1,29364,902040,
2897,210000,2,2,2,37,1,-2,-2,-2,-2,-2,0,0,0,
2898,320000,1,1,2,36,0,0,0,0,0,-1,0,66143,572007,
2899,20000,1,1,2,37,0,0,0,0,0,0,1,7402,255363,
2900,130000,2,2,2,29,-1,-1,2,0,0,-1,0,1950,4230,
2901,20000,1,1,1,29,0,0,0,-1,-1,-1,0,25628,64933,
2902,210000,1,1,1,39,-1,-1,2,2,-1,2,0,2650,5866,
2903,30000,2,2,2,33,0,0,0,0,0,0,1,6675,158647,
2904,60000,2,3,1,36,1,2,2,0,0,0,1,9480,295447,
2905,110000,1,2,1,49,0,0,0,0,0,0,0,16809,333835,
2906,130000,1,1,2,32,-1,-1,-1,-2,-2,-1,0,65000,117654,
2907,500000,2,1,2,38,0,0,0,0,0,0,0,29730,426684,
2908,500000,1,2,1,38,0,0,0,-1,-1,-1,1,46788,1024979,
2909,100000,1,2,2,35,-1,2,2,-1,-1,2,1,68365,201172,
2910,220000,1,1,2,25,0,0,-1,0,-1,2,0,13387,51479,
2911,50000,1,2,2,40,0,0,0,0,0,0,0,21854,213287,
2912,500000,1,1,1,49,-1,-1,-1,-1,-1,-1,0,7920,7920,
2913,50000,2,1,2,29,-1,-1,-1,0,-1,-1,1,17007,22065,
2914,200000,2,1,1,45,-2,-2,-2,-2,-2,-2,0,22280,20736,
2915,320000,2,2,2,50,-1,0,-1,-1,-1,-1,0,15545,15172,
2916,450000,1,2,2,29,1,2,0,0,0,-1,0,7163,59824,
2917,20000,1,3,2,26,8,7,6,5,4,3,0,300,203855,
2918,310000,2,2,1,44,-1,-1,-2,-2,-2,-2,0,0,500,
2919,120000,2,2,2,23,0,0,0,0,0,0,1,13206,399832,
2920,200000,2,2,1,48,0,0,0,0,0,0,0,38400,1289659,
2921,50000,1,3,1,53,0,0,0,0,0,0,0,6543,153755,
2922,130000,1,3,1,48,0,0,0,-2,-2,-1,0,77377,209335,
2923,50000,2,2,2,23,0,0,0,0,0,0,0,37159,136428,
2924,130000,1,2,2,26,0,0,0,2,2,0,1,8900,113414,
2925,50000,2,2,2,42,0,0,0,0,-1,-1,0,46636,190790,
2926,30000,1,2,2,32,2,0,0,0,0,0,0,15000,116294,
2927,30000,2,2,1,34,2,2,2,2,2,2,1,9191,161495,
2928,160000,1,1,2,34,-1,-1,-1,-1,-1,-1,1,2250,2620,
2929,50000,1,1,2,27,0,0,0,0,2,0,0,11284,277429,
2930,80000,2,2,2,28,0,-1,-1,0,0,0,0,99121,275921,
2931,60000,2,2,2,25,0,0,0,0,0,0,0,12460,257316,
2932,230000,2,1,2,27,1,2,0,0,-1,-1,0,9990,115187,
2933,390000,2,1,2,30,0,0,0,0,0,0,0,29563,549538,
2934,110000,2,2,1,28,0,0,0,0,0,0,0,6854,27980,
2935,50000,1,1,2,24,1,-2,-2,-2,-2,-1,0,1866,181,
2936,20000,2,2,1,35,1,2,2,-2,-2,-2,1,0,-16968,
2937,100000,1,2,2,29,0,0,0,-2,-2,-2,0,2106,77184,
2938,70000,2,3,1,33,0,0,0,0,0,0,0,43593,137661,
2939,150000,1,2,1,31,2,2,0,0,0,0,0,18054,688553,
2940,390000,1,1,2,31,0,0,0,0,0,0,0,13205,97383,
2941,50000,1,2,1,22,0,0,0,-1,-1,0,0,28443,188601,
2942,90000,1,2,2,26,2,2,-1,2,0,0,0,107800,573997,
2943,290000,2,2,2,30,0,0,0,-1,0,0,1,278726,1425857,
2944,20000,1,2,2,24,0,0,2,0,0,0,0,6297,118753,
2945,90000,2,1,2,28,0,0,2,2,2,2,1,23704,535509,
2946,260000,1,3,2,48,0,0,0,0,0,0,0,42160,1348701,
2947,90000,2,2,2,26,0,0,0,0,0,0,0,24000,551754,
2948,100000,2,2,2,27,3,2,0,0,-1,-1,1,8638,326775,
2949,150000,2,1,2,31,0,0,0,0,0,0,0,49440,767899,
2950,60000,2,2,1,46,0,0,0,0,0,0,0,9437,293920,
2951,80000,1,2,1,42,2,0,0,0,0,0,0,19400,469535,
2952,80000,2,2,1,24,-1,-1,-1,-1,-1,-1,0,6557,22170,
2953,30000,2,2,1,26,1,2,0,0,0,0,0,1638,111927,
2954,20000,1,2,1,38,-1,-1,-1,-1,-1,-1,0,23165,20780,
2955,50000,1,2,2,24,0,0,-2,-2,-2,-2,0,0,34500,
2956,250000,2,1,2,37,0,0,-1,-1,-1,-1,0,52235,124620,
2957,50000,2,1,2,22,0,0,0,0,0,0,1,12513,177283,
2958,120000,2,3,2,32,0,0,-1,-1,-1,2,0,7415,15501,
2959,20000,2,2,1,36,1,-2,-2,-2,-2,-2,0,0,-150,
2960,280000,2,3,2,33,-1,-1,-1,-1,-1,-1,0,28814,13393,
2961,50000,2,1,1,35,0,0,0,0,0,-1,0,6671,186580,
2962,360000,1,3,2,49,-2,-2,-2,-2,-2,-2,0,210436,208321,
2963,100000,1,1,2,32,-1,-1,-1,-1,2,-1,1,4326,5147,
2964,140000,2,3,1,42,2,2,2,2,2,0,0,10100,294613,
2965,170000,2,2,1,33,0,0,0,0,0,0,0,28227,877855,
2966,50000,2,2,1,33,-1,0,0,0,0,0,0,9780,128938,
2967,50000,1,3,1,46,0,0,0,0,0,0,0,10161,192630,
2968,120000,1,2,1,47,-1,-1,-1,0,0,-1,1,13012,11293,
2969,170000,2,2,2,38,0,0,0,0,2,2,0,26662,560149,
2970,380000,1,2,1,43,-1,0,0,0,0,-2,0,32890,846328,
2971,400000,2,3,1,37,0,0,0,0,0,0,0,22000,495405,
2972,50000,2,1,2,30,0,0,0,0,0,0,0,11000,124856,
2973,440000,2,2,1,42,1,-2,-2,-2,-2,-2,0,144899,45409,
2974,30000,2,2,1,24,2,2,2,2,2,2,0,150,1050,
2975,470000,1,1,1,39,-1,-1,-1,-1,-1,-1,0,45074,44076,
2976,180000,2,3,1,40,-1,-1,-2,-1,-1,-1,0,5349,7252,
2977,110000,1,3,2,32,0,-1,-1,-2,-2,-2,1,223,34223,
2978,300000,1,1,2,25,0,0,0,0,0,0,0,27830,206080,
2979,120000,2,1,2,31,-1,-1,-1,-1,-1,-1,0,3491,3491,
2980,220000,1,1,2,33,-2,-2,-2,-2,-1,0,0,16036,16989,
2981,50000,1,1,2,27,0,0,0,0,-1,-1,0,8971,121657,
2982,100000,1,2,1,43,1,-2,-2,-2,-1,0,0,551,1102,
2983,170000,2,1,2,30,-2,-2,-2,-2,-2,-2,0,15000,18727,
2984,360000,2,1,2,37,-1,-1,-1,-1,-1,-1,0,56930,55440,
2985,180000,2,2,2,43,0,0,0,-2,-2,-1,0,88922,93114,
2986,120000,1,2,2,27,0,0,0,0,0,0,0,6440,146367,
2987,210000,1,3,2,32,-2,-1,-1,-1,-1,-1,0,5292,5837,
2988,60000,1,2,1,56,0,0,0,0,0,0,1,11315,191722,
2989,130000,1,2,1,40,0,0,0,0,0,0,0,63755,129458,
2990,50000,2,3,1,36,0,-1,0,0,0,0,0,30764,80275,
2991,50000,2,3,1,52,1,2,0,0,2,2,1,7241,191307,
2992,100000,2,1,1,33,-1,-1,-2,-2,-2,-2,1,402,3976,
2993,150000,2,3,1,43,0,0,0,0,0,0,0,26097,547734,
2994,240000,1,2,1,38,2,-1,-1,0,0,-1,1,4997,13263,
2995,120000,1,2,3,38,-2,-2,-2,-2,-2,-2,0,5216,12976,
2996,80000,2,2,1,32,-1,-1,-1,-1,-1,-1,1,68058,22905,
2997,210000,2,2,1,27,2,2,0,0,0,0,1,23750,849821,
2998,80000,2,2,2,37,-1,2,-1,0,0,0,0,39428,90306,
2999,50000,2,2,1,38,0,0,2,0,0,0,1,7000,137039,
3000,50000,2,2,3,52,0,0,0,0,0,0,0,11779,198240,
3001,330000,2,1,2,34,-1,-1,-1,-1,-1,-1,0,324587,86947,
3002,230000,1,3,2,28,0,-1,-1,-1,-1,0,0,154531,338116,
3003,30000,1,3,1,44,4,3,2,2,-2,-2,1,0,20883,
3004,50000,1,1,1,41,2,0,0,0,0,0,1,10402,250606,
3005,220000,1,1,2,37,2,2,0,0,0,0,0,38100,1131312,
3006,270000,2,1,2,27,0,0,0,0,0,-1,0,45000,78516,
3007,160000,1,1,1,44,0,0,0,0,0,0,0,38010,935784,
3008,10000,2,2,1,24,1,2,2,2,2,2,0,2700,28162,
3009,20000,1,2,2,25,0,0,0,0,0,0,0,2806,81852,
3010,30000,1,3,2,25,2,2,2,0,0,2,1,6438,144796,
3011,210000,2,2,2,32,0,0,0,2,0,0,0,24500,548018,
3012,250000,2,2,1,50,0,0,2,0,0,0,0,25455,646649,
3013,50000,1,2,2,28,0,0,0,0,0,0,0,7600,153363,
3014,180000,2,1,2,28,-2,-2,-2,-2,-2,-2,0,4988,5197,
3015,200000,1,1,2,35,-1,-1,-1,-1,-1,-1,0,141422,122072,
3016,350000,1,1,1,38,-2,-2,-1,0,0,-2,1,67316,110784,
3017,20000,1,1,2,22,0,0,0,0,0,0,0,5779,113885,
3018,30000,1,3,2,36,0,0,0,-2,-2,-2,1,1768,60327,
3019,20000,1,1,1,34,2,0,0,2,2,2,0,12000,54503,
3020,140000,2,3,2,59,2,0,0,0,0,0,1,15000,386458,
3021,30000,1,3,1,44,2,2,2,0,0,0,1,12200,134214,
3022,180000,2,1,2,30,0,0,-1,0,0,-2,0,10607,42970,
3023,20000,2,2,2,25,0,0,0,0,0,3,0,6401,65635,
3024,100000,2,3,1,36,2,2,2,2,2,2,1,17300,346771,
3025,100000,2,3,1,36,0,0,2,0,0,2,1,55041,701149,
3026,20000,1,2,1,45,-2,-2,-2,-2,-2,-2,0,19409,0,
3027,350000,1,1,1,31,0,0,0,2,0,0,1,21000,133466,
3028,80000,2,2,1,32,0,0,0,0,0,0,0,14000,368432,
3029,120000,2,3,1,49,0,0,0,0,0,0,0,20000,273655,
3030,210000,2,2,2,30,-1,0,0,0,0,0,0,40000,177923,
3031,120000,1,1,1,37,-1,-1,-1,-1,-1,-1,0,64190,96240,
3032,20000,1,2,2,22,0,0,2,0,0,0,0,14100,64231,
3033,200000,1,3,2,25,-2,-2,-2,-2,-1,-1,0,3344,4186,
3034,50000,2,2,2,54,-1,4,3,2,3,2,0,1511,6430,
3035,170000,1,2,1,37,-2,-2,-2,-2,-2,-2,0,114292,119057,
3036,450000,1,1,1,37,1,-1,-1,-2,-2,-2,0,245,245,
3037,300000,1,1,2,34,-1,-1,-1,-1,-1,-1,0,71379,70075,
3038,300000,1,1,2,36,0,0,0,0,0,0,0,69416,1797139,
3039,280000,1,2,1,37,-2,-1,-1,-2,-2,-2,0,41972,37932,
3040,170000,1,1,2,39,0,0,0,0,0,0,0,52154,948876,
3041,60000,1,1,1,38,2,0,0,0,2,2,1,9800,198484,
3042,50000,1,2,2,29,0,0,0,0,0,0,0,4947,124634,
3043,380000,1,2,1,38,-2,-2,-2,-1,-1,-2,0,17145,7145,
3044,70000,2,1,1,40,2,0,0,2,2,2,1,11107,274465,
3045,430000,1,1,1,48,-2,-2,-2,-2,-2,-2,0,147030,151486,
3046,180000,1,1,1,38,-1,-1,-1,-1,-1,-1,0,1956,1956,
3047,330000,2,2,1,41,1,2,2,2,2,2,0,70678,1804920,
3048,250000,2,1,2,26,-1,-1,-2,-2,-1,-1,0,2546,9920,
3049,480000,2,1,1,38,0,0,0,0,0,0,0,76008,2027512,
3050,210000,1,2,2,37,-1,-1,-1,2,-1,0,0,7558,10719,
3051,160000,1,2,2,26,0,0,0,0,-1,0,0,93476,167464,
3052,390000,1,5,2,29,1,2,0,0,0,0,0,132825,2176889,
3053,280000,1,1,1,44,1,-2,-2,-2,-2,-1,0,7657,-14,
3054,50000,1,2,1,33,-2,-2,-2,-2,-2,-2,0,1170,1560,
3055,350000,1,1,1,60,1,-1,-1,-1,-2,-1,1,6932,6932,
3056,230000,2,1,2,40,-2,-2,-2,-2,-2,-2,0,0,360,
3057,200000,1,3,0,36,-2,-2,-2,-2,-2,-2,0,153864,152892,
3058,30000,1,2,2,47,0,0,0,0,0,0,0,10401,177593,
3059,50000,1,2,1,37,-1,-1,-1,-1,-1,-1,0,45650,50288,
3060,180000,1,1,2,26,0,0,0,-1,-1,-1,0,9574,66581,
3061,150000,2,3,1,45,0,0,0,0,0,0,1,30404,830237,
3062,70000,1,1,2,27,0,0,0,0,0,2,0,8890,208047,
3063,150000,1,2,2,26,0,0,0,0,0,0,0,7875,69681,
3064,50000,1,3,2,25,1,2,2,0,0,2,0,13300,274677,
3065,430000,2,2,1,42,0,0,0,0,0,0,0,20048,546219,
3066,70000,1,1,2,25,-1,2,2,2,2,0,1,3224,26880,
3067,20000,1,3,2,36,1,-1,-1,-1,-1,-1,0,4398,3150,
3068,310000,2,1,1,33,-2,-2,-2,-2,-2,-2,1,894,1009,
3069,160000,2,2,1,23,0,0,0,0,0,0,0,103074,364155,
3070,30000,1,3,2,38,1,2,0,0,0,0,0,6143,174323,
3071,480000,2,3,1,39,-2,-2,-1,-1,-1,0,0,128234,249409,
3072,180000,2,1,2,28,0,0,0,2,0,0,1,23810,563971,
3073,210000,1,2,1,40,-1,-1,0,0,0,0,0,25147,63516,
3074,360000,1,1,2,30,-1,-1,-1,-1,-1,-1,1,97163,1438,
3075,180000,1,3,2,31,2,2,0,0,0,0,0,7890,212254,
3076,200000,2,1,2,29,1,2,0,0,2,2,0,8000,88669,
3077,50000,1,3,2,22,0,0,-1,0,0,0,1,6126,99720,
3078,240000,1,2,1,48,0,-1,-1,-2,-1,-1,1,50635,37860,
3079,180000,2,1,2,29,0,0,0,0,0,0,0,7976,90226,
3080,80000,2,3,1,33,-1,-1,0,-1,-1,-2,0,3525,2877,
3081,50000,2,3,1,32,0,0,0,0,0,0,0,12000,189930,
3082,280000,2,2,1,36,0,0,0,0,0,0,0,33119,498922,
3083,70000,2,1,2,29,0,0,0,0,0,0,0,39000,261455,
3084,400000,1,1,2,36,-1,-1,-1,-1,-1,-2,0,13355,17760,
3085,210000,2,3,1,45,-1,-1,-1,-1,-1,-1,0,12948,2580,
3086,80000,1,3,2,33,0,0,0,0,0,0,0,15868,353853,
3087,30000,2,2,2,24,2,2,7,7,7,7,0,0,1800,
3088,310000,1,2,2,29,2,2,2,-1,2,-1,0,41907,62157,
3089,360000,2,3,2,27,1,-2,-2,-2,-2,-2,0,0,0,
3090,200000,1,2,2,28,-1,0,0,0,-1,-1,0,91152,134680,
3091,50000,1,2,1,33,0,0,0,0,0,0,0,7323,187414,
3092,320000,2,2,1,41,0,0,0,0,0,0,0,16500,248758,
3093,60000,1,2,2,27,0,0,0,2,2,0,0,10974,167590,
3094,230000,2,1,2,30,2,2,2,2,2,2,0,67700,1383799,
3095,150000,2,1,1,44,-1,-1,-1,-2,-2,-2,1,1367,3210,
3096,360000,2,1,1,39,-1,-1,-1,-1,-1,-1,0,3108,3273,
3097,50000,1,1,2,34,0,0,0,0,0,0,0,32303,119589,
3098,280000,2,1,1,37,-1,-1,-1,-1,-1,-1,0,78577,75803,
3099,50000,2,3,1,50,0,0,0,0,0,0,0,3264,115564,
3100,500000,1,1,1,32,0,0,0,0,0,0,0,34001,125867,
3101,400000,2,3,1,41,0,0,0,0,0,0,1,25961,94458,
3102,280000,1,2,2,28,-2,-2,-2,-2,-2,-2,0,6328,7005,
3103,360000,2,2,2,41,0,0,0,0,0,0,0,150000,854628,
3104,260000,2,1,2,29,1,-1,0,-1,-1,-1,1,84998,81496,
3105,330000,1,1,1,42,0,0,0,0,0,0,0,29449,577569,
3106,350000,2,2,1,33,-2,-2,-1,0,0,0,0,176017,696492,
3107,500000,2,2,1,39,-1,-1,-1,-1,-1,-1,0,113201,121326,
3108,440000,2,1,1,35,0,0,0,0,0,0,0,47126,732299,
3109,260000,1,2,2,28,0,0,0,0,0,0,0,49750,1299926,
3110,500000,1,3,1,48,0,0,0,0,2,-1,0,117783,217514,
3111,100000,1,2,1,35,0,0,0,0,0,0,0,30282,458233,
3112,70000,1,3,1,47,0,0,0,0,0,0,0,14109,261737,
3113,440000,1,1,2,43,0,0,0,0,0,0,0,20400,317522,
3114,220000,2,1,1,44,-1,0,0,0,0,0,0,42260,1244993,
3115,160000,2,1,1,32,-1,-1,-1,-1,-1,-1,0,19706,20537,
3116,200000,1,2,1,46,-1,2,-1,-1,2,-1,0,23878,37236,
3117,30000,2,2,2,25,0,0,0,0,0,0,0,8679,148474,
3118,110000,2,1,2,27,0,0,0,0,0,0,0,25301,673220,
3119,60000,2,2,1,43,0,0,0,0,0,0,0,10964,288970,
3120,260000,1,1,2,28,-1,-1,-1,-1,-1,-1,0,202419,241453,
3121,110000,1,2,1,36,0,0,0,0,0,0,0,18572,547485,
3122,260000,1,3,1,44,0,0,0,0,0,0,0,161032,1205562,
3123,280000,2,1,2,32,0,0,0,0,0,0,0,36312,953591,
3124,210000,1,1,2,30,-1,-1,-1,0,-1,-1,0,6212,5766,
3125,80000,2,2,1,37,0,-1,0,0,0,0,0,39272,179609,
3126,200000,2,1,2,37,0,0,0,0,0,0,0,36903,272509,
3127,100000,2,2,2,33,2,2,0,0,0,0,0,11000,451918,
3128,210000,1,2,1,42,-1,-1,-1,-1,-1,-1,0,49706,55991,
3129,140000,2,2,2,35,1,2,0,0,0,0,0,23811,770165,
3130,180000,1,1,2,29,0,0,0,0,2,2,0,28200,606712,
3131,240000,2,2,2,34,0,0,0,0,0,0,0,28416,550489,
3132,150000,2,1,2,24,-1,-1,-1,0,0,-1,0,101933,155786,
3133,80000,1,2,1,54,0,0,0,0,0,-1,1,76206,476100,
3134,210000,2,2,1,37,0,0,-2,-2,-2,-2,1,44092,75727,
3135,180000,2,1,2,28,0,0,0,0,0,-1,0,33602,92544,
3136,100000,2,1,2,26,0,0,0,0,0,0,0,25510,593966,
3137,20000,1,1,2,28,0,0,0,0,0,0,0,17227,102802,
3138,140000,1,2,2,34,0,0,0,0,0,0,0,15900,488103,
3139,200000,1,3,2,40,-2,-2,-2,-2,-2,-2,0,4601,4991,
3140,80000,1,2,2,25,0,0,0,0,0,0,0,12000,299981,
3141,20000,2,2,2,49,1,2,2,2,0,0,1,9000,111226,
3142,80000,2,2,2,24,-2,-2,-2,-2,-2,-2,0,400,0,
3143,170000,2,1,1,41,0,0,0,0,0,0,0,101049,604980,
3144,70000,2,2,1,41,2,2,2,2,2,2,1,12800,315099,
3145,90000,2,3,1,40,-1,-1,-1,-1,-1,-1,0,78256,65216,
3146,30000,1,2,2,30,0,0,0,0,0,0,0,6474,145496,
3147,50000,1,1,2,25,-1,-1,-1,-1,-1,-2,0,21628,22687,
3148,50000,2,2,2,21,-1,-1,-1,-1,-1,-1,1,4242,4632,
3149,260000,2,1,2,39,0,0,0,0,0,0,0,68000,1278813,
3150,360000,2,1,1,33,-1,-1,-1,-1,-1,-1,0,118381,164382,
3151,500000,2,3,2,52,-2,-2,-2,-2,-2,-2,1,0,0,
3152,160000,1,3,1,46,2,2,0,0,0,0,0,91014,659582,
3153,460000,2,1,2,39,0,0,0,0,0,0,0,145000,847362,
3154,20000,2,2,2,26,2,0,0,0,0,0,1,4300,93499,
3155,360000,1,2,2,25,1,-1,2,0,-1,-1,0,4151,6111,
3156,300000,2,1,1,38,-1,-1,-1,-2,-2,-2,0,1116,1236,
3157,70000,2,2,1,28,1,3,2,2,2,0,1,7400,186444,
3158,50000,2,1,2,26,0,0,0,0,0,0,0,44707,156975,
3159,150000,2,3,1,51,0,0,0,0,0,0,0,25015,735307,
3160,390000,1,2,1,42,-1,-1,-1,-1,-1,-1,0,12798,14032,
3161,280000,1,1,2,37,0,0,0,0,0,0,0,43294,1275105,
3162,50000,2,3,1,28,0,0,-1,-1,-1,-1,0,6139,12772,
3163,280000,2,1,2,38,1,-2,-1,-1,-1,-1,1,24259,24259,
3164,50000,2,2,1,41,1,-2,-2,-2,-2,-2,0,0,0,
3165,50000,1,1,2,32,0,0,0,2,0,0,0,6755,47447,
3166,150000,2,1,2,28,-2,-2,-2,-2,-2,-2,0,0,0,
3167,120000,2,1,2,31,1,-1,-1,0,-1,-1,1,6844,9034,
3168,360000,2,2,3,37,0,0,0,-1,-1,-1,0,14461,24237,
3169,20000,1,2,2,33,-1,0,0,0,0,0,0,24047,84497,
3170,50000,2,3,1,46,0,0,0,0,-2,-2,0,3018,145903,
3171,20000,2,1,2,23,1,2,2,2,0,0,1,4800,69998,
3172,90000,1,2,1,35,0,0,0,0,0,0,1,15540,402188,
3173,230000,1,2,1,35,0,0,0,0,0,-1,0,219600,1024160,
3174,20000,1,2,2,22,-1,2,0,0,0,2,0,4544,114013,
3175,100000,2,2,2,23,-2,-2,-2,-2,-2,-2,0,46421,87664,
3176,270000,1,2,2,26,0,0,0,0,0,0,0,50813,1223270,
3177,160000,1,2,2,28,-1,-1,-1,-1,-1,-1,0,3300,4140,
3178,80000,2,2,2,29,0,0,0,0,0,0,0,8200,194082,
3179,10000,1,1,2,24,2,0,0,0,0,2,1,6700,54199,
3180,500000,2,2,1,27,-2,-2,-2,-2,-2,-2,0,78874,64907,
3181,90000,2,1,1,43,-1,-1,2,-1,-1,-1,0,44672,60549,
3182,150000,2,3,1,59,-2,-2,-2,-2,-2,-2,0,51881,57398,
3183,50000,1,3,1,49,0,-1,-1,-1,0,0,0,4953,7299,
3184,260000,1,3,1,48,0,0,0,0,-1,0,0,531970,785844,
3185,50000,2,2,2,22,-2,-1,0,0,0,0,0,20163,42997,
3186,30000,1,1,2,28,-1,2,2,0,0,0,1,2230,7723,
3187,70000,1,2,2,26,2,2,2,2,0,0,0,10700,281701,
3188,360000,1,1,1,52,1,-2,-2,-2,-2,-2,1,0,0,
3189,430000,2,1,2,39,-2,-1,-1,-1,-1,-1,0,19395,19620,
3190,50000,2,2,2,23,-1,0,0,0,0,0,0,3431,13755,
3191,150000,2,5,2,26,0,0,2,0,0,0,0,2219,50544,
3192,70000,2,2,2,23,1,2,0,0,2,2,1,5000,110930,
3193,150000,2,1,2,25,0,0,0,0,0,0,0,5280,113534,
3194,110000,1,3,1,38,0,0,0,0,0,0,0,11000,62836,
3195,20000,2,1,2,38,-1,0,0,3,2,2,1,3941,30470,
3196,20000,1,3,2,39,0,0,0,0,2,2,0,5717,62956,
3197,50000,1,1,2,31,-2,-2,-2,-2,-2,-2,0,19783,29662,
3198,10000,1,1,2,33,0,0,0,0,0,0,0,13402,53506,
3199,20000,1,2,2,24,0,0,2,0,0,0,0,11663,114121,
3200,180000,1,2,2,34,1,-2,-2,-2,-2,-2,1,21909,610115,
3201,60000,2,2,1,26,0,0,2,0,0,0,1,16769,357950,
3202,20000,1,1,1,30,1,2,2,2,2,0,1,5252,54206,
3203,70000,2,1,2,25,0,0,0,0,0,0,0,13493,354649,
3204,60000,2,2,1,38,0,0,0,0,0,-1,0,15770,211102,
3205,200000,1,1,2,28,-2,-2,-2,-2,-2,-2,0,165256,150101,
3206,200000,1,1,2,34,1,-2,-1,0,0,-2,1,3000,-5056,
3207,300000,2,1,1,37,-1,-1,0,-1,-1,-1,0,18068,19005,
3208,390000,1,1,2,34,-1,-1,-1,-1,-1,-1,0,52137,53922,
3209,80000,2,2,1,23,0,0,0,0,0,0,0,7938,270231,
3210,100000,2,1,2,25,-1,-1,-1,-1,0,0,0,17272,46025,
3211,230000,1,3,2,30,1,2,2,3,2,2,0,50076,1328606,
3212,40000,2,3,1,49,1,-2,-2,-2,-2,-1,0,309,150,
3213,180000,2,2,1,25,0,0,0,0,0,-1,0,8251,122245,
3214,420000,1,2,2,28,0,0,0,0,0,0,0,10267,150413,
3215,20000,1,2,1,59,0,0,-1,-1,-1,-1,0,3573,6369,
3216,340000,2,2,1,31,-1,0,0,0,0,0,0,20000,230724,
